,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
115,GBR,United Kingdom,2020-04-24,138078,4583,21787,727,2033.969,67.51,320.935,10.709000000000001,444222.0,18401.0,6.544,0.271,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
116,GBR,United Kingdom,2020-04-25,143464,5386,22792,1005,2113.3070000000002,79.339,335.73900000000003,14.804,517836.0,23115.0,7.627999999999999,0.34,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
117,GBR,United Kingdom,2020-04-26,148377,4913,23635,843,2185.679,72.37100000000001,348.157,12.418,543413.0,25577.0,8.005,0.377,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
118,GBR,United Kingdom,2020-04-27,152840,4463,24055,420,2251.4210000000003,65.743,354.344,6.187,569768.0,26355.0,8.392999999999999,0.38799999999999996,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
119,GBR,United Kingdom,2020-04-28,157149,4309,24393,338,2314.895,63.474,359.32300000000004,4.979,599339.0,29571.0,8.829,0.436,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
120,GBR,United Kingdom,2020-04-29,161145,3996,25302,909,2373.759,58.863,372.713,13.39,632794.0,33455.0,9.321,0.493,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
121,GBR,United Kingdom,2020-04-30,165221,4076,26097,795,2433.801,60.042,384.42400000000004,11.710999999999999,687369.0,54575.0,10.125,0.804,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
122,GBR,United Kingdom,2020-05-01,171253,6032,26771,674,2522.655,88.855,394.352,9.927999999999999,762279.0,73191.0,11.229000000000001,1.078,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
123,GBR,United Kingdom,2020-05-02,177454,6201,27510,739,2614.0,91.344,405.23800000000006,10.886,825946.0,63667.0,12.167,0.938,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
124,GBR,United Kingdom,2020-05-03,182260,4806,28131,621,2684.795,70.795,414.38599999999997,9.148,882343.0,56397.0,12.997,0.831,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
125,GBR,United Kingdom,2020-05-04,186599,4339,28446,315,2748.711,63.916000000000004,419.026,4.64,945299.0,62956.0,13.925,0.927,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
126,GBR,United Kingdom,2020-05-05,190584,3985,28734,288,2807.4120000000003,58.701,423.26800000000003,4.242,1015138.0,69839.0,14.954,1.0290000000000001,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
127,GBR,United Kingdom,2020-05-06,194990,4406,29427,693,2872.315,64.903,433.477,10.208,1072144.0,57006.0,15.793,0.84,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
128,GBR,United Kingdom,2020-05-07,201201,6211,30076,649,2963.8070000000002,91.492,443.037,9.56,1139626.0,65092.0,16.787,0.9590000000000001,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
129,GBR,United Kingdom,2020-05-08,206715,5514,30615,539,3045.031,81.22399999999999,450.977,7.94,1207069.0,67443.0,17.781,0.993,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
130,GBR,United Kingdom,2020-05-09,211364,4649,31241,626,3113.514,68.482,460.19800000000004,9.221,1270408.0,63339.0,18.714000000000002,0.9329999999999999,people tested,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
131,GBR,United Kingdom,2020-05-10,215260,3896,31587,346,3170.9040000000005,57.39,465.295,5.0969999999999995,,,,,,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54
